venue,market_type,contract_type,symbol,quote_asset,interval,open_time,close_time,open,high,low,close,volume_base,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,source_path,source_checksum,dataset_version,base_asset,mark_open,mark_high,mark_low,mark_close,index_open,index_high,index_low,index_close,premium_open,premium_high,premium_low,premium_close,funding_time,funding_rate_asof,funding_interval_hours,price_for_research,log_price,is_complete_bar,quality_flags,return_1h,execution_cost_quality,normalized_at
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686495600000,1686499199999,0.9915,0.9968,0.9859,0.9879,9319143.2,9232231.61692,17371.0,4341304.4,4301407.34346,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9916,0.9968,0.98614433,0.98825,0.99197605,0.99700733,0.98681424,0.98892596,-0.00058071,0.00027118,-0.00145178,-0.00074705,1686470400000,-0.00013049,8.0,0.98825,-0.0118195768053422,True,,-0.0033840979842406,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686499200000,1686502799999,0.9879,1.0026,0.9842,0.9979,21149162.9,21047291.87943,35312.0,10251758.6,10206432.28343,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.98825,1.00259116,0.9846,0.99792023,0.98892596,1.00275569,0.98507894,0.99846872,-0.00101273,0.00242641,-0.00398834,-0.00047024,1686499200000,-0.00011333,8.0,0.99792023,-0.002081935724954,True,,0.0097376410803881,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686502800000,1686506399999,0.998,1.0047,0.9923,0.9973,14996425.1,14968356.44546,26456.0,7390048.6,7374640.54417,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.99792351,1.0040927,0.99237533,0.9972,0.99846981,1.00427267,0.99312362,0.99757479,-0.00047053,0.00235602,-0.00243647,-0.00022432,1686499200000,-0.00011333,8.0,0.9972,-0.0028039273327342,True,,-0.0007219916077802,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686506400000,1686509999999,0.9974,1.0081,0.9925,0.9951,13106696.8,13107049.36001,22075.0,6496146.2,6498545.51252,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9973,1.0069,0.99288651,0.9951,0.99766897,1.00745089,0.99369567,0.99571693,0.0,0.00026081,-0.00161488,-0.00061362,1686499200000,-0.00011333,8.0,0.9951,-0.0049120443610206,True,,-0.0021081170282863,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686510000000,1686513599999,0.9952,1.0074,0.9926,0.9999,14424225.0,14434593.38473,24136.0,7018491.4,7023772.00963,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9951,1.0074,0.9927186,1.0002,0.99571699,1.00814954,0.99347233,1.00090292,-0.0008205,0.00039364,-0.00222715,-0.00222715,1686499200000,-0.00011333,8.0,1.0002,0.0001999800026662,True,,0.0051120243636868,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686513600000,1686517199999,1.0,1.0173,1.0,1.0105,16770418.1,16953999.63288,30404.0,9154275.9,9254087.46148,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,1.0001,1.0172,1.0001,1.01064672,1.00090292,1.01768889,1.00090292,1.0115499,-0.00042112,0.00059467,-0.00172805,-0.00093905,1686499200000,-0.00011333,8.0,1.01064672,0.0105904427694979,True,,0.0103904627668317,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686517200000,1686520799999,1.0105,1.0129,0.9986,1.0032,7283583.4,7328984.56015,16199.0,3388267.9,3410460.97966,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,1.01064672,1.0128,0.99937389,1.00332031,1.0115499,1.01329916,1.00011487,1.00390495,-0.00093321,0.00031369,-0.00188354,-0.00050559,1686499200000,-0.00011333,8.0,1.00332031,0.0033148099419877,True,,-0.0072756328275101,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686520800000,1686524399999,1.0033,1.0037,0.9803,0.9911,15336229.4,15223659.3912,27512.0,6720324.2,6671417.75215,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,1.00332037,1.00383952,0.98063224,0.99139906,1.003905,1.00444958,0.98153286,0.99204603,-0.00035727,0.00088858,-0.00289644,-0.00085287,1686499200000,-0.00011333,8.0,0.99139906,-0.0086381415502385,True,,-0.0119529514922263,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686524400000,1686527999999,0.9911,0.9935,0.9844,0.9914,6765912.8,6693590.85893,15038.0,3242324.2,3208018.89753,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.99139906,0.9935,0.98449329,0.99157707,0.99204603,0.99397138,0.98534398,0.99215687,-0.00097639,0.00013197,-0.00168845,-0.00059225,1686499200000,-0.00011333,8.0,0.99157707,-0.0084586033321177,True,,0.0001795382181207,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686528000000,1686531599999,0.9915,0.9955,0.9805,0.9924,10326949.0,10189813.44466,20761.0,4929881.6,4865272.00004,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.99157712,0.99523518,0.98094213,0.9924,0.99215692,0.99533761,0.98153686,0.99319745,-0.00057673,0.00032026,-0.00212241,-0.0006027,1686528000000,-0.00011641,8.0,0.9924,-0.0076290271644911,True,,0.0008295761676265,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686531600000,1686535199999,0.9926,0.9978,0.9842,0.9908,11005207.3,10906456.03764,21020.0,5534398.9,5485017.90508,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.99257963,0.99775352,0.98449098,0.9908,0.99319745,0.99789265,0.98510253,0.9912391,-0.00029949,0.00040828,-0.00170072,-0.00034204,1686528000000,-0.00011641,8.0,0.9908,-0.0092425813669325,True,,-0.0016135542024413,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686535200000,1686538799999,0.9908,0.9965,0.9555,0.9621,37813771.2,36747548.99723,58218.0,16028591.2,15578917.91428,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9908,0.9964,0.9557,0.96247888,0.99123904,0.9967704,0.95640314,0.96252487,-0.00074557,0.003953,-0.0070429,0.0,1686528000000,-0.00011641,8.0,0.96247888,-0.0382431559180885,True,,-0.029000574551156,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686538800000,1686542399999,0.9621,0.9751,0.9603,0.967,13211303.2,12767762.32005,23366.0,6630461.7,6408497.19419,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.962173,0.975,0.96069631,0.967,0.96240623,0.9751968,0.96115813,0.96733877,-0.00029753,0.00046678,-0.00156112,-0.00041928,1686528000000,-0.00011641,8.0,0.967,-0.0335567835288427,True,,0.0046863723892458,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686542400000,1686545999999,0.967,0.975,0.966,0.9715,10673113.4,10360190.44812,17470.0,5378945.6,5221771.81918,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.967,0.975,0.96636638,0.97188633,0.96733872,0.97513023,0.96675876,0.97251416,-0.00029382,0.00027349,-0.00150123,-0.00028441,1686528000000,-0.00011641,8.0,0.97188633,-0.0285164258046771,True,,0.0050403577241656,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686546000000,1686549599999,0.9714,0.9722,0.9561,0.9588,17029139.8,16423128.97564,23737.0,8557361.2,8256772.975,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.97188633,0.9721,0.95618171,0.95905944,0.97242004,0.9724976,0.95668671,0.95950428,-0.00094614,0.00034361,-0.00228304,-0.00044227,1686528000000,-0.00011641,8.0,0.95905944,-0.0418022247890075,True,,-0.0132857989843304,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686549600000,1686553199999,0.9586,0.9731,0.9573,0.9687,12716329.7,12291356.31952,21264.0,6485619.8,6270458.58036,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.95893708,0.97259851,0.95755795,0.96886865,0.95941016,0.97282207,0.95789003,0.96914233,-0.00103725,0.00055519,-0.0013002,-0.00024999,1686528000000,-0.00011641,8.0,0.96886865,-0.0316262283949722,True,,0.0101759963940353,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686553200000,1686556799999,0.9686,0.9721,0.9557,0.9578,12577645.8,12133798.04884,19611.0,5810087.4,5609764.40764,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.96886865,0.97187054,0.95665885,0.9578,0.96914233,0.97188312,0.95716258,0.95842449,-0.00045641,0.00010274,-0.00305046,-0.00075592,1686528000000,-0.00011641,8.0,0.9578,-0.043116291073628,True,,-0.0114900626786558,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686556800000,1686560399999,0.9578,0.9764,0.953,0.9758,22349980.5,21574208.59902,36231.0,11464171.2,11071405.75116,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9578,0.9764,0.95450885,0.97610345,0.95842449,0.976764,0.95502623,0.97633473,-0.00054724,0.00074678,-0.00128122,-0.00044672,1686556800000,3.01e-05,8.0,0.97610345,-0.024186704333537,True,,0.018929586740091,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686560400000,1686563999999,0.9757,0.9928,0.9749,0.9843,29393025.1,28991737.77562,44293.0,14525940.2,14329002.06618,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.97598128,0.9924,0.9754299,0.9843,0.9764666,0.99254419,0.97594496,0.98487699,-0.00064348,0.00091055,-0.00204183,-0.00050845,1686556800000,3.01e-05,8.0,0.9843,-0.0158245503469714,True,,0.0083621539865655,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686564000000,1686567599999,0.9843,0.9921,0.9823,0.9859,10137010.6,10004066.96292,18964.0,5132809.8,5066154.70352,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9843,0.9921,0.98293244,0.98595292,0.98487699,0.99236615,0.98352981,0.98647553,-0.00034479,6.098e-05,-0.00136662,-0.00048205,1686556800000,3.01e-05,8.0,0.98595292,-0.0141466739981983,True,,0.0016778763487731,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686567600000,1686571199999,0.9858,0.9924,0.9851,0.9906,9080514.1,8970972.04275,15694.0,4314835.9,4263155.77902,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9859661,0.99243024,0.98524682,0.9906,0.98648871,0.99267058,0.98596974,0.9906577,-0.00072932,0.00034192,-0.00127945,0.0,1686556800000,3.01e-05,8.0,0.9906,-0.0094444588279996,True,,0.0047022151701986,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686571200000,1686574799999,0.9906,0.9951,0.9861,0.9925,9584881.0,9483216.03823,18186.0,5039444.9,4987241.97548,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9906,0.99483212,0.98634683,0.9925,0.99076319,0.99527508,0.98697137,0.99316946,-0.00029005,9.813e-05,-0.00120701,-0.00068141,1686556800000,3.01e-05,8.0,0.9925,-0.0075282664207915,True,,0.0019161924072081,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686574800000,1686578399999,0.9924,0.9925,0.9721,0.9805,22583714.4,22166823.87027,36010.0,10630724.7,10433170.08294,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9925,0.9925,0.97285323,0.98085397,0.99316951,0.99316951,0.97355547,0.98152316,-0.00062957,0.00033427,-0.00182811,-0.00090049,1686556800000,3.01e-05,8.0,0.98085397,-0.0193316888051206,True,,-0.0118034223843291,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686578400000,1686581999999,0.9805,0.9908,0.9753,0.9841,15070353.9,14825610.20019,26069.0,8142842.6,8011976.38903,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.98081001,0.99047763,0.97612037,0.98418949,0.9814792,0.99055093,0.97682906,0.98452297,-0.00130334,0.00054258,-0.00150727,0.0,1686556800000,3.01e-05,8.0,0.98418949,-0.0159368293311138,True,,0.0033948594740068,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686582000000,1686585599999,0.9844,0.9845,0.9755,0.9771,9212606.6,9025004.90957,16320.0,4284303.2,4196984.7505,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.98418949,0.9845,0.97585736,0.9771,0.98451862,0.98475866,0.97671654,0.977731,-2.916e-05,0.00028554,-0.00141649,-0.00100035,1686556800000,3.01e-05,8.0,0.9771,-0.0231662780318395,True,,-0.0072294487007257,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686585600000,1686589199999,0.9772,0.9814,0.966,0.9736,16910089.2,16461377.71244,26608.0,8160603.3,7945278.23771,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9771,0.9813,0.9682,0.9736,0.97777188,0.98145914,0.9688747,0.97395752,-0.00058488,0.00045778,-0.00294663,-0.00026436,1686585600001,-1.852e-05,8.0,0.9736,-0.0267547373088196,True,,-0.00358845927698,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686589200000,1686592799999,0.9735,0.9831,0.9611,0.9757,21508304.3,20908450.19837,35435.0,10495782.6,10204145.80482,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9736,0.98298474,0.96262547,0.97612618,0.97395752,0.98312273,0.96353363,0.97651942,-0.00040381,0.00241477,-0.00614512,-0.00077046,1686585600001,-1.852e-05,8.0,0.97612618,-0.0241634181384586,True,,0.0025913191703609,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686592800000,1686596399999,0.9757,0.9762,0.9693,0.973,9844835.2,9572135.97976,16357.0,4896925.8,4760763.93771,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.976046,0.9762,0.9694,0.9729,0.97652496,0.97656521,0.96981064,0.97345757,-0.0010496,0.00032264,-0.00124334,-0.00042821,1686585600001,-1.852e-05,8.0,0.9729,-0.027473977000755,True,,-0.0033105588622964,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686596400000,1686599999999,0.973,0.9734,0.965,0.9681,7222728.9,6997904.15323,13955.0,3515895.5,3406729.2412,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.973,0.9732,0.96531902,0.96827485,0.97345757,0.97363987,0.96583907,0.96895936,-0.00031023,0.00028319,-0.0012858,-0.00076701,1686585600001,-1.852e-05,8.0,0.96827485,-0.0322392960573301,True,,-0.004765319056575,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686600000000,1686603599999,0.968,0.9735,0.9661,0.9733,6090188.4,5915378.96237,12431.0,3096917.8,3007789.99935,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.96826034,0.9735,0.96647227,0.9733,0.96894485,0.97380218,0.96714248,0.97369962,-0.00107834,0.00042377,-0.00130893,-0.0001315,1686585600001,-1.852e-05,8.0,0.9733,-0.027062919549689,True,,0.005176376507641,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686603600000,1686607199999,0.9734,0.9803,0.9696,0.9802,7583829.7,7384861.28468,12414.0,3933593.4,3831557.12946,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9733,0.9802,0.97117962,0.9802,0.97369967,0.98069354,0.97174028,0.980607,-0.00024255,4.542e-05,-0.0011353,-0.00036683,1686585600001,-1.852e-05,8.0,0.9802,-0.0199986465066899,True,,0.0070642730429991,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686607200000,1686610799999,0.9801,0.9827,0.9764,0.9794,6092046.1,5970411.52731,12983.0,2798707.7,2742731.47565,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9802,0.9827,0.97664559,0.9794,0.98060695,0.98305114,0.97742756,0.97998996,-0.00022252,0.00010821,-0.00140397,-0.00019218,1686585600001,-1.852e-05,8.0,0.9794,-0.02081513971392,True,,-0.00081649320723,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686610800000,1686614399999,0.9797,0.9819,0.974,0.9782,5885896.7,5753812.91322,11431.0,2750445.6,2688498.83949,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.9794,0.9817,0.97413025,0.9783,0.97998996,0.98213831,0.97499396,0.97865662,-0.00016134,3.88e-05,-0.00165375,-0.00037652,1686585600001,-1.852e-05,8.0,0.9783,-0.0219389075187539,True,,-0.0011237678048339,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686614400000,1686617999999,0.9782,0.9859,0.9691,0.9716,11877557.2,11615338.94485,21182.0,5615792.8,5491269.71322,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.97821485,0.98587813,0.96910551,0.97184068,0.97861267,0.98614466,0.96986342,0.97216266,-0.00037444,0.00041525,-0.00163385,-0.00018315,1686614400000,-3.472e-05,8.0,0.97184068,-0.0285633974213429,True,,-0.006624489902589,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
BINANCE,USD_M_FUTURES,PERPETUAL,ARBUSDT,USDT,1h,1686618000000,1686621599999,0.9716,0.9892,0.9677,0.9841,13483128.0,13203699.36532,22576.0,7106750.8,6958736.29779,/home/arthur/Downloads/crypto-pair-trading/data/research/binance_public/data/futures/um/monthly/klines/ARBUSDT/1h/ARBUSDT-1h-2023-06.zip,d11ca740e78dbba3d5634c7308cf3e43012fc92244c56545fde3aa33c9fbd530,sprint7_binance_usdm_202306_202605,ARB,0.97182013,0.98906746,0.96852897,0.9841,0.97216266,0.98911364,0.96905741,0.98420682,-0.00068163,0.00053619,-0.00167147,-2.018e-05,1686614400000,-3.472e-05,8.0,0.9841,-0.0160277610771972,True,,0.0125356363441457,UNAVAILABLE,2026-07-01T15:52:45.288166+00:00
