dimension,bucket,trade_count,gross_pnl_bps,avg_gross_pnl_bps,gross_profit_factor,net_pnl_bps,avg_net_pnl_bps,avg_cost_bps,profit_outcome_rate,stop_outcome_rate,vertical_outcome_rate,hit_rate_gross,avg_abs_entry_zscore,avg_bars_held
pair_summary,AVAXUSDT/ETCUSDT,1598,-7696.210075743556,-4.816151486698096,0.9302281479914883,-28495.710075743555,-17.832108933506603,13.01595744680851,0.7021276595744681,0.10450563204005006,0.19336670838548184,0.6151439299123905,2.907291996522837,4.0638297872340425
pair_summary,ETCUSDT/OPUSDT,1580,-11088.360382374125,-7.017949609097547,0.8945572988894883,-31892.11038237413,-20.184879988844386,13.166930379746836,0.6481012658227848,0.1360759493670886,0.2158227848101266,0.5905063291139241,2.961235058476163,4.667721518987341
pair_summary,AVAXUSDT/ETHUSDT,1449,-10210.504440490986,-7.046586915452716,0.8806716426941493,-28387.933740490986,-19.59139664630158,12.544809730848861,0.6549344375431332,0.08281573498964803,0.26224982746721875,0.587991718426501,2.9581303499024116,2.5734989648033126
pair_summary,ADAUSDT/ATOMUSDT,1559,-11035.344151594456,-7.078476043357573,0.8941035850603387,-31558.09415159445,-20.242523509682137,13.164047466324567,0.6856959589480436,0.10968569595894805,0.20461834509300833,0.5881975625400898,2.873590906734882,4.656189865298268
pair_summary,ETHUSDT/SOLUSDT,1537,-11248.997031968509,-7.3188009316646125,0.8387005865578114,-30764.11743196851,-20.015691237455112,12.6968903057905,0.6636304489264802,0.0826284970722186,0.25374105400130126,0.5712426805465192,3.0341632849121734,3.5705920624593364
pair_summary,ETHUSDT/OPUSDT,1607,-17559.203157810098,-10.926697671319289,0.8108190261037179,-38648.792457810094,-24.050275331555753,13.123577660236466,0.6645924082140635,0.10827629122588675,0.2271313005600498,0.5544492843808339,2.931366656258328,5.307405102675793
pair_summary,ADAUSDT/ARBUSDT,1581,-20040.990759254502,-12.67614848782701,0.8260926711719283,-40901.7407592545,-25.870803769294433,13.194655281467426,0.6793168880455408,0.13345983554712207,0.18722327640733713,0.5774826059456041,2.9193581395758215,4.7786211258697024
pair_summary,DOTUSDT/OPUSDT,1542,-22770.398343207507,-14.76679529390889,0.7999367806127816,-43170.398343207504,-27.996367278344685,13.229571984435797,0.6997405966277561,0.12710765239948119,0.17315175097276264,0.5933852140077821,2.9193028914634165,4.918287937743191
pair_summary,ADAUSDT/XRPUSDT,1567,-24308.07658102055,-15.512493031921219,0.8061524961666481,-45085.076581020556,-28.77158684174892,13.259093809827696,0.6790044671346522,0.12699425654116145,0.19400127632418634,0.5909380982769623,2.9073502208084845,5.036375239310785
pair_summary,ETHUSDT/LINKUSDT,1528,-26179.293689366576,-17.133045608224197,0.6723341680152952,-46012.43608936657,-30.11285084382629,12.979805235602091,0.6341623036649214,0.10863874345549739,0.25719895287958117,0.5484293193717278,2.956010220436595,4.628272251308901
