k,rebalance_time,status,held_long,held_short,swap_count,funding_pnl_bps,price_pnl_bps,cost_bps,gross_pnl_bps,net_pnl_bps
3,1713801600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.21158333333333326,43.20111992790269,0.0,43.41270326123602,43.41270326123602
3,1713830400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,-0.036849999999999994,122.63204393752669,0.0,122.59519393752669,122.59519393752669
3,1713859200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,-0.01710000000000002,-28.944418599797977,0.0,-28.961518599797976,-28.961518599797976
3,1713888000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.0768333333333333,50.42584036237302,0.0,51.502673695706356,51.502673695706356
3,1713916800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.8434,-24.635851432538942,0.0,-23.792451432538943,-23.792451432538943
3,1713945600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.2483666666666666,107.51840309458463,0.0,108.7667697612513,108.7667697612513
3,1713974400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.34305,71.01398301094858,0.0,72.35703301094858,72.35703301094858
3,1714003200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6574999999999999,101.41110974536574,0.0,102.06860974536573,102.06860974536573
3,1714032000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.8544166666666666,10.473585111482322,0.0,11.32800177814899,11.32800177814899
3,1714060800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.0032666666666665,84.30963066518336,0.0,85.31289733185002,85.31289733185002
3,1714089600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9462666666666665,25.81342315012891,0.0,26.759689816795575,26.759689816795575
3,1714118400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.1415333333333333,111.19878570427952,0.0,112.34031903761284,112.34031903761284
3,1714147200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9471333333333332,6.199698826703493,0.0,7.146832160036826,7.146832160036826
3,1714176000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.1004166666666666,0.4420778484028873,0.0,1.542494515069554,1.542494515069554
3,1714204800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.2228999999999999,-66.78067782342737,0.0,-65.55777782342737,-65.55777782342737
3,1714233600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.4871333333333334,-293.80835590249353,0.0,-293.32122256916017,-293.32122256916017
3,1714262400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9203166666666668,-79.60739783700339,0.0,-78.68708117033673,-78.68708117033673
3,1714291200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9719999999999999,-27.71930206558933,0.0,-26.747302065589327,-26.747302065589327
3,1714320000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.1907333333333332,99.89489569190536,0.0,101.08562902523869,101.08562902523869
3,1714348800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.3286,90.99207369283265,0.0,92.32067369283264,92.32067369283264
3,1714377600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,2.1367166666666666,74.57126082213135,0.0,76.70797748879802,76.70797748879802
3,1714406400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.0755333333333335,-22.317103771512297,0.0,-21.241570438178965,-21.241570438178965
3,1714435200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.5383833333333332,147.48545209348183,0.0,148.02383542681517,148.02383542681517
3,1714464000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.28808333333333336,-7.895785599969663,0.0,-7.60770226663633,-7.60770226663633
3,1714492800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.22415,-172.49134808354447,0.0,-171.26719808354446,-171.26719808354446
