variant,pair,funding_carry_bps_per_day,unresolved_no_data_count,trade_count,gross_pnl_bps,cost_bps,net_pnl_bps,hit_rate,profit_factor,sharpe,sortino,max_drawdown_bps,avg_win_bps,avg_loss_bps,avg_bars_held,turnover_notional,profit_count,stop_count,vertical_count,profit_factor_gate_pass
baseline_canonical,ETCUSDT/LINKUSDT,6.0,1,1529,-413.28937086093305,19860.5,-20273.78937086093,0.57946370176586,0.7899325338886032,-0.07489426313889035,-0.07281401276357988,22824.86518933086,86.04634199361772,-150.0946320018759,3.9568345323741005,1529000.0,1051,188,290,False
baseline_canonical,ETCUSDT/LTCUSDT,5.83245,0,1441,15506.159728390761,18416.690775,-2910.531046609237,0.5801526717557252,0.9599099009524954,-0.013457174779511052,-0.013894176110740921,6775.448543116765,83.36030612124222,-119.99958175862434,3.2116585704371965,1441000.0,953,124,364,False
baseline_canonical,ETCUSDT/OPUSDT,6.0,0,1580,-11088.36038237412,20803.75,-31892.11038237413,0.5575949367088607,0.7207277082553767,-0.10894270940873495,-0.11436421441806327,33421.610173853776,93.42233546174236,-163.37222878994157,4.667721518987341,1580000.0,1024,215,341,False
baseline_canonical,ETHUSDT/LINKUSDT,5.0808,0,1528,-26179.29368936661,19833.1424,-46012.43608936657,0.4908376963350785,0.4863300501290474,-0.23233121108687466,-0.25044079129006985,46505.40148658253,58.08458746846552,-115.13608829140837,4.628272251308901,1528000.0,969,166,393,False
baseline_canonical,ETHUSDT/OPUSDT,5.0808,0,1607,-17559.203157810116,21089.5893,-38648.792457810094,0.5096453018046049,0.6244326514691774,-0.13862553431232916,-0.18048132561586877,40054.19370708525,78.4602709739372,-130.59359693586887,5.307405102675793,1607000.0,1068,174,365,False
baseline_canonical,ETHUSDT/SOLUSDT,4.684200000000001,0,1537,-11248.997031968504,19515.1204,-30764.11743196851,0.5113858165256994,0.6094024952322707,-0.15906398988913228,-0.1670329573286352,31399.51939195853,61.065606940384136,-104.87574498949459,3.5705920624593364,1537000.0,1020,127,390,False
baseline_canonical,ETHUSDT/UNIUSDT,5.0808,0,1584,-3512.35797495254,20604.8531,-24117.211074952542,0.5347222222222222,0.7142817519965817,-0.11590611290165703,-0.12931145436138197,25743.739369846746,71.18283010792688,-114.53062167756666,4.76199494949495,1584000.0,1054,159,371,False
fast_vertical_4h,ADAUSDT/ARBUSDT,6.0,0,1581,-21016.491047493455,20271.5,-41287.99104749347,0.4712207463630613,0.6380503876996967,-0.15073098344620875,-0.16938662364445112,43005.838729300296,97.69545058667029,-136.44868628536224,3.2877925363693863,1581000.0,592,184,805,False
fast_vertical_4h,ADAUSDT/ATOMUSDT,6.0,0,1559,-14450.580382235734,19984.75,-34435.33038223573,0.49583066067992304,0.6734677292137814,-0.13538175319775989,-0.1549236904595624,36334.840962619,91.87882699102809,-134.17005552964434,3.2758178319435536,1559000.0,640,155,764,False
fast_vertical_4h,ADAUSDT/AVAXUSDT,6.0,0,1532,-306.62521154160373,19582.75,-19889.375211541603,0.5359007832898173,0.7861634288776455,-0.08406154337452126,-0.09524904934171585,21813.582869433507,89.0653623299486,-130.8186184028543,3.1298955613577024,1532000.0,764,149,619,False
fast_vertical_4h,ADAUSDT/DOGEUSDT,5.8266,0,1561,-5313.189980031761,19950.7305,-25263.92048003176,0.5233824471492633,0.7481074452284898,-0.09939686314245452,-0.11283347971042378,25537.277248353563,91.8390398982235,-134.807010856022,3.2158872517616914,1561000.0,696,162,703,False
